MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT
Verkehrsunfälle,insgesamt,2018,201803,3796
Verkehrsunfälle,insgesamt,2018,201804,4016
Verkehrsunfälle,insgesamt,2018,201805,3953
Verkehrsunfälle,insgesamt,2018,201806,4284
Verkehrsunfälle,insgesamt,2018,201807,4547
Verkehrsunfälle,insgesamt,2018,201808,3206
Verkehrsunfälle,insgesamt,2018,201809,4124
Verkehrsunfälle,insgesamt,2018,201810,4468
Verkehrsunfälle,insgesamt,2018,201811,4027
Verkehrsunfälle,insgesamt,2018,201812,3550
Verkehrsunfälle,insgesamt,2017,Summe,45454
Verkehrsunfälle,insgesamt,2017,201701,3320
Verkehrsunfälle,insgesamt,2017,201702,3223
Verkehrsunfälle,insgesamt,2017,201703,4106
Verkehrsunfälle,insgesamt,2017,201704,3533
Verkehrsunfälle,insgesamt,2017,201705,4314
Verkehrsunfälle,insgesamt,2017,201706,3818
Verkehrsunfälle,insgesamt,2017,201707,4355
Verkehrsunfälle,insgesamt,2017,201708,3267
Verkehrsunfälle,insgesamt,2017,201709,4017
Verkehrsunfälle,insgesamt,2017,201710,4198
Verkehrsunfälle,insgesamt,2017,201711,3809
Verkehrsunfälle,insgesamt,2017,201712,3494
Verkehrsunfälle,insgesamt,2016,Summe,46797
Verkehrsunfälle,insgesamt,2016,201601,3297
Verkehrsunfälle,insgesamt,2016,201602,3383
Verkehrsunfälle,insgesamt,2016,201603,3653
Verkehrsunfälle,insgesamt,2016,201604,4209
Verkehrsunfälle,insgesamt,2016,201605,3833
Verkehrsunfälle,insgesamt,2016,201606,4260
Verkehrsunfälle,insgesamt,2016,201607,4478
Verkehrsunfälle,insgesamt,2016,201608,3400
Verkehrsunfälle,insgesamt,2016,201609,4289
Verkehrsunfälle,insgesamt,2016,201610,4297
Verkehrsunfälle,insgesamt,2016,201611,3998
Verkehrsunfälle,insgesamt,2016,201612,3700
Verkehrsunfälle,insgesamt,2015,Summe,46635
Verkehrsunfälle,insgesamt,2015,201501,3326
Verkehrsunfälle,insgesamt,2015,201502,3090
Verkehrsunfälle,insgesamt,2015,201503,3888
Verkehrsunfälle,insgesamt,2015,201504,4022
Verkehrsunfälle,insgesamt,2015,201505,3915
Verkehrsunfälle,insgesamt,2015,201506,3898
Verkehrsunfälle,insgesamt,2015,201507,4729
Verkehrsunfälle,insgesamt,2015,201508,3431
Verkehrsunfälle,insgesamt,2015,201509,4015
Verkehrsunfälle,insgesamt,2015,201510,4467
Verkehrsunfälle,insgesamt,2015,201511,3992
Verkehrsunfälle,insgesamt,2015,201512,3862
Verkehrsunfälle,insgesamt,2014,Summe,46804
Verkehrsunfälle,insgesamt,2014,201401,3410
Verkehrsunfälle,insgesamt,2014,201402,3315
Verkehrsunfälle,insgesamt,2014,201403,4027
Verkehrsunfälle,insgesamt,2014,201404,3840
Verkehrsunfälle,insgesamt,2014,201405,4346
Verkehrsunfälle,insgesamt,2014,201406,3833
Verkehrsunfälle,insgesamt,2014,201407,4443
Verkehrsunfälle,insgesamt,2014,201408,3379
Verkehrsunfälle,insgesamt,2014,201409,4137
Verkehrsunfälle,insgesamt,2014,201410,4251
Verkehrsunfälle,insgesamt,2014,201411,3904
Verkehrsunfälle,insgesamt,2014,201412,3919
Verkehrsunfälle,insgesamt,2013,Summe,46988
Verkehrsunfälle,insgesamt,2013,201301,3316
Verkehrsunfälle,insgesamt,2013,201302,3467
Verkehrsunfälle,insgesamt,2013,201303,3712
Verkehrsunfälle,insgesamt,2013,201304,4008
Verkehrsunfälle,insgesamt,2013,201305,3703
Verkehrsunfälle,insgesamt,2013,201306,4284
Verkehrsunfälle,insgesamt,2013,201307,4641
Verkehrsunfälle,insgesamt,2013,201308,3387
Verkehrsunfälle,insgesamt,2013,201309,4130
Verkehrsunfälle,insgesamt,2013,201310,4533
Verkehrsunfälle,insgesamt,2013,201311,4043
Verkehrsunfälle,insgesamt,2013,201312,3764
Verkehrsunfälle,insgesamt,2012,Summe,44891
Verkehrsunfälle,insgesamt,2012,201201,3176
Verkehrsunfälle,insgesamt,2012,201202,3102
Verkehrsunfälle,insgesamt,2012,201203,3739
Verkehrsunfälle,insgesamt,2012,201204,3667
Verkehrsunfälle,insgesamt,2012,201205,4114
Verkehrsunfälle,insgesamt,2012,201206,4018
Verkehrsunfälle,insgesamt,2012,201207,4281
Verkehrsunfälle,insgesamt,2012,201208,3452
Verkehrsunfälle,insgesamt,2012,201209,3962
Verkehrsunfälle,insgesamt,2012,201210,4146
Verkehrsunfälle,insgesamt,2012,201211,3839
Verkehrsunfälle,insgesamt,2012,201212,3395
Verkehrsunfälle,insgesamt,2011,Summe,42114
Verkehrsunfälle,insgesamt,2011,201101,2775
Verkehrsunfälle,insgesamt,2011,201102,2903
Verkehrsunfälle,insgesamt,2011,201103,3523
Verkehrsunfälle,insgesamt,2011,201104,3529
Verkehrsunfälle,insgesamt,2011,201105,4143
Verkehrsunfälle,insgesamt,2011,201106,3212
Verkehrsunfälle,insgesamt,2011,201107,4074
Verkehrsunfälle,insgesamt,2011,201108,3322
Verkehrsunfälle,insgesamt,2011,201109,3730
Verkehrsunfälle,insgesamt,2011,201110,3830
Verkehrsunfälle,insgesamt,2011,201111,3567
Verkehrsunfälle,insgesamt,2011,201112,3506
Verkehrsunfälle,insgesamt,2010,Summe,37884
Verkehrsunfälle,insgesamt,2010,201001,2346
Verkehrsunfälle,insgesamt,2010,201002,2539
Verkehrsunfälle,insgesamt,2010,201003,3309
Verkehrsunfälle,insgesamt,2010,201004,3202
Verkehrsunfälle,insgesamt,2010,201005,2974
Verkehrsunfälle,insgesamt,2010,201006,3193
Verkehrsunfälle,insgesamt,2010,201007,3712
Verkehrsunfälle,insgesamt,2010,201008,2843
Verkehrsunfälle,insgesamt,2010,201009,3524
Verkehrsunfälle,insgesamt,2010,201010,3500
Verkehrsunfälle,insgesamt,2010,201011,3329
Verkehrsunfälle,insgesamt,2010,201012,3413
Verkehrsunfälle,insgesamt,2009,Summe,37461
Verkehrsunfälle,insgesamt,2009,200901,2482
Verkehrsunfälle,insgesamt,2009,200902,3480
Verkehrsunfälle,insgesamt,2009,200903,2744
Verkehrsunfälle,insgesamt,2009,200904,2953
Verkehrsunfälle,insgesamt,2009,200905,3240
Verkehrsunfälle,insgesamt,2009,200906,2876
Verkehrsunfälle,insgesamt,2009,200907,3622
Verkehrsunfälle,insgesamt,2009,200908,2749
Verkehrsunfälle,insgesamt,2009,200909,3252
Verkehrsunfälle,insgesamt,2009,200910,3567
Verkehrsunfälle,insgesamt,2009,200911,3294
Verkehrsunfälle,insgesamt,2009,200912,3202
Verkehrsunfälle,insgesamt,2008,Summe,38362
Verkehrsunfälle,insgesamt,2008,200801,2945
Verkehrsunfälle,insgesamt,2008,200802,3171
Verkehrsunfälle,insgesamt,2008,200803,2910
Verkehrsunfälle,insgesamt,2008,200804,3339
Verkehrsunfälle,insgesamt,2008,200805,3428
Verkehrsunfälle,insgesamt,2008,200806,3374
Verkehrsunfälle,insgesamt,2008,200807,3500
Verkehrsunfälle,insgesamt,2008,200808,2870
Verkehrsunfälle,insgesamt,2008,200809,3271
Verkehrsunfälle,insgesamt,2008,200810,3683
Verkehrsunfälle,insgesamt,2008,200811,2983
Verkehrsunfälle,insgesamt,2008,200812,2888
Verkehrsunfälle,insgesamt,2007,Summe,38562
Verkehrsunfälle,insgesamt,2007,200701,2735
Verkehrsunfälle,insgesamt,2007,200702,2643
Verkehrsunfälle,insgesamt,2007,200703,2836
Verkehrsunfälle,insgesamt,2007,200704,3292
Verkehrsunfälle,insgesamt,2007,200705,3529
Verkehrsunfälle,insgesamt,2007,200706,3225
Verkehrsunfälle,insgesamt,2007,200707,3622
Verkehrsunfälle,insgesamt,2007,200708,2943
Verkehrsunfälle,insgesamt,2007,200709,3414
Verkehrsunfälle,insgesamt,2007,200710,3695
Verkehrsunfälle,insgesamt,2007,200711,3444
Verkehrsunfälle,insgesamt,2007,200712,3184
Verkehrsunfälle,insgesamt,2006,Summe,38333
Verkehrsunfälle,insgesamt,2006,200601,2893
Verkehrsunfälle,insgesamt,2006,200602,2901
Verkehrsunfälle,insgesamt,2006,200603,4165
Verkehrsunfälle,insgesamt,2006,200604,2874
Verkehrsunfälle,insgesamt,2006,200605,3032
Verkehrsunfälle,insgesamt,2006,200606,2853
Verkehrsunfälle,insgesamt,2006,200607,3611
Verkehrsunfälle,insgesamt,2006,200608,2993
Verkehrsunfälle,insgesamt,2006,200609,3233
Verkehrsunfälle,insgesamt,2006,200610,3286
Verkehrsunfälle,insgesamt,2006,200611,3073
Verkehrsunfälle,insgesamt,2006,200612,3419
Verkehrsunfälle,insgesamt,2005,Summe,40723
Verkehrsunfälle,insgesamt,2005,200501,2788
Verkehrsunfälle,insgesamt,2005,200502,3461
Verkehrsunfälle,insgesamt,2005,200503,3560
Verkehrsunfälle,insgesamt,2005,200504,3320
Verkehrsunfälle,insgesamt,2005,200505,3321
Verkehrsunfälle,insgesamt,2005,200506,3499
Verkehrsunfälle,insgesamt,2005,200507,3631
Verkehrsunfälle,insgesamt,2005,200508,2965
Verkehrsunfälle,insgesamt,2005,200509,3921
Verkehrsunfälle,insgesamt,2005,200510,3503
Verkehrsunfälle,insgesamt,2005,200511,3205
Verkehrsunfälle,insgesamt,2005,200512,3549
Verkehrsunfälle,insgesamt,2004,Summe,40064
Verkehrsunfälle,insgesamt,2004,200401,2969
Verkehrsunfälle,insgesamt,2004,200402,2728
Verkehrsunfälle,insgesamt,2004,200403,3271
Verkehrsunfälle,insgesamt,2004,200404,3183
Verkehrsunfälle,insgesamt,2004,200405,3378
Verkehrsunfälle,insgesamt,2004,200406,3229
Verkehrsunfälle,insgesamt,2004,200407,3760
Verkehrsunfälle,insgesamt,2004,200408,2926
Verkehrsunfälle,insgesamt,2004,200409,3663
Verkehrsunfälle,insgesamt,2004,200410,3716
Verkehrsunfälle,insgesamt,2004,200411,3449
Verkehrsunfälle,insgesamt,2004,200412,3792
Verkehrsunfälle,insgesamt,2003,Summe,38635
Verkehrsunfälle,insgesamt,2003,200301,3073
Verkehrsunfälle,insgesamt,2003,200302,2968
Verkehrsunfälle,insgesamt,2003,200303,3060
Verkehrsunfälle,insgesamt,2003,200304,3106
Verkehrsunfälle,insgesamt,2003,200305,3255
Verkehrsunfälle,insgesamt,2003,200306,3139
Verkehrsunfälle,insgesamt,2003,200307,3321
Verkehrsunfälle,insgesamt,2003,200308,2837
Verkehrsunfälle,insgesamt,2003,200309,3393
Verkehrsunfälle,insgesamt,2003,200310,3631
Verkehrsunfälle,insgesamt,2003,200311,3325
Verkehrsunfälle,insgesamt,2003,200312,3527
Verkehrsunfälle,insgesamt,2002,Summe,40608
Verkehrsunfälle,insgesamt,2002,200201,3063
Verkehrsunfälle,insgesamt,2002,200202,2892
Verkehrsunfälle,insgesamt,2002,200203,3380
Verkehrsunfälle,insgesamt,2002,200204,3142
Verkehrsunfälle,insgesamt,2002,200205,3731
Verkehrsunfälle,insgesamt,2002,200206,3586
Verkehrsunfälle,insgesamt,2002,200207,3960
Verkehrsunfälle,insgesamt,2002,200208,3007
Verkehrsunfälle,insgesamt,2002,200209,3436
Verkehrsunfälle,insgesamt,2002,200210,3859
Verkehrsunfälle,insgesamt,2002,200211,3529
Verkehrsunfälle,insgesamt,2002,200212,3023
Verkehrsunfälle,insgesamt,2001,Summe,45713
Verkehrsunfälle,insgesamt,2001,200101,3348
Verkehrsunfälle,insgesamt,2001,200102,3148
Verkehrsunfälle,insgesamt,2001,200103,3970
Verkehrsunfälle,insgesamt,2001,200104,3565
Verkehrsunfälle,insgesamt,2001,200105,4128
Verkehrsunfälle,insgesamt,2001,200106,3715
Verkehrsunfälle,insgesamt,2001,200107,4288
Verkehrsunfälle,insgesamt,2001,200108,3351
Verkehrsunfälle,insgesamt,2001,200109,3939
Verkehrsunfälle,insgesamt,2001,200110,4250
Verkehrsunfälle,insgesamt,2001,200111,4022
Verkehrsunfälle,insgesamt,2001,200112,3989
Verkehrsunfälle,insgesamt,2000,200001,3448
Verkehrsunfälle,insgesamt,2000,200002,3181
Verkehrsunfälle,insgesamt,2000,200003,3783
Verkehrsunfälle,insgesamt,2000,200004,3317
Verkehrsunfälle,insgesamt,2000,200005,4123
Verkehrsunfälle,insgesamt,2000,200006,3329
Verkehrsunfälle,insgesamt,2000,200007,4282
Verkehrsunfälle,insgesamt,2000,200008,3387
Verkehrsunfälle,insgesamt,2000,200009,3807
Verkehrsunfälle,insgesamt,2000,200010,4117
Verkehrsunfälle,insgesamt,2000,200011,3931
Verkehrsunfälle,insgesamt,2000,200012,3789
